chr	start	end	H3K36me3_d0	H3K27ac_d0	H3K4me1_d0	H3K4me2_d0_new	H3K4me3_d0	H3K27me3_d0	H3K36me3_d4	H3K27ac_d4	H3K4me1_d4	H3K4me2_d4	H3K4me3_d4	H3K27me3_d4	H3K36me3_d6	H3K27ac_d6	H3K4me1_d6	H3K4me2_d6	H3K4me3_d6	H3K27me3_d6
chr1	13109000	13109199	10.6856634016	5.1432770022	10.2370689655	3.51864883885	0	1.99900049975	1.80464696594	2.71862256457	6.25782227785	0	2.47908273939	2.98507462687	0.994530084535	1.32245977518	4.72407129053	2.76243093923	2.55195041925	3.5765379113
chr1	13485000	13485199	0.890471950134	2.20426157237	10.2370689655	14.7783251232	6.28272251309	0.999500249875	2.70697044891	2.26551880381	8.76095118899	3.6023054755	2.47908273939	0	0.994530084535	2.64491955036	9.01868155465	6.0773480663	1.09369303682	6.43776824034
chr1	14303200	14303399	5.78806767587	8.81704628949	4.84913793103	0	0	0	2.70697044891	3.62483008609	6.88360450563	3.6023054755	2.47908273939	0.995024875622	1.98906016907	3.52655940048	3.86514923771	2.20994475138	1.45825738243	0.71530758226
chr1	15803600	15803799	16.4737310775	14.6950771492	9.15948275862	14.7783251232	6.28272251309	0.999500249875	8.5720730882	8.60897145446	16.8961201502	10.0864553314	1.85931205454	0	8.95077076082	14.1062376019	11.1659866867	4.97237569061	1.82282172803	1.43061516452
chr1	16643200	16643399	7.12377560107	5.87803085966	5.38793103448	4.22237860662	10.4712041885	0	9.02323482969	0.906207521522	3.75469336671	3.6023054755	1.85931205454	6.96517412935	3.97812033814	2.64491955036	1.71784410565	2.20994475138	2.18738607364	0
chr1	17717600	17717799	0.445235975067	4.40852314475	3.23275862069	15.4820548909	10.4712041885	0	0.451161741484	3.17172632533	6.88360450563	11.5273775216	3.71862410908	1.99004975124	0	3.52655940048	4.29461026412	9.39226519337	2.91651476486	0
chr1	20807200	20807399	27.6046304541	11.0213078619	7.54310344828	14.7783251232	6.28272251309	0	23.4604105572	2.26551880381	1.25156445557	0	1.23954136969	1.99004975124	8.95077076082	2.2040996253	0.858922052824	0.552486187845	1.82282172803	2.14592274678
chr1	21246400	21246599	0.890471950134	38.2072005878	7.54310344828	13.3708655876	12.5654450262	0	1.35348522445	6.34345265066	6.25782227785	6.48414985591	1.23954136969	0.995024875622	0	4.84901917567	8.58922052824	3.31491712707	2.55195041925	0.71530758226
chr1	23929400	23929599	0	5.1432770022	8.08189655172	11.9634060521	14.6596858639	0.999500249875	0.451161741484	1.81241504304	8.76095118899	23.7752161383	3.09885342423	3.98009950249	0	4.40819925061	4.29461026412	28.729281768	5.1039008385	2.14592274678
chr1	24686200	24686399	1.3357079252	0.734753857458	7.00431034483	22.5193525686	23.0366492147	3.9980009995	0.902323482969	6.79655641142	6.88360450563	51.8731988473	2.47908273939	1.99004975124	0	4.84901917567	7.73029847541	42.5414364641	13.8534451331	0
chr1	31002600	31002799	14.6927871772	12.4908155768	6.46551724138	5.62983814215	4.18848167539	0	16.6929844349	1.35931128228	1.25156445557	5.76368876081	1.23954136969	5.97014925373	15.9124813526	5.28983910073	3.43568821129	3.86740331492	2.91651476486	4.29184549356
chr1	33811200	33811399	2.6714158504	2.93901542983	6.46551724138	9.148486981	6.28272251309	5.99700149925	3.15813219039	2.26551880381	3.12891113892	2.1613832853	0.619770684847	0.995024875622	0.994530084535	3.96737932555	5.58299334335	4.41988950276	1.09369303682	1.43061516452
chr1	34001600	34001799	0.890471950134	14.6950771492	5.92672413793	14.7783251232	2.0942408377	0	1.35348522445	5.43724512913	3.75469336671	1.4409221902	1.23954136969	2.98507462687	0	2.2040996253	8.15975950183	1.10497237569	2.18738607364	0.71530758226
chr1	34093200	34093399	3.56188780053	11.7560617193	8.08189655172	11.2596762843	8.37696335079	2.99850074963	8.12091134672	4.53103760761	1.87734668335	0.720461095101	3.09885342423	0.995024875622	10.9398309299	3.96737932555	3.43568821129	1.65745856354	2.55195041925	1.43061516452
chr1	34159800	34159999	3.11665182547	22.7773695812	4.84913793103	9.85221674877	6.28272251309	0.999500249875	4.51161741484	11.327594019	3.75469336671	3.6023054755	2.47908273939	1.99004975124	2.98359025361	14.9878774521	9.87760360747	4.97237569061	2.91651476486	1.43061516452
chr1	34213400	34213599	8.45948352627	5.1432770022	6.46551724138	5.62983814215	2.0942408377	0.999500249875	8.12091134672	5.43724512913	0	1.4409221902	1.23954136969	1.99004975124	7.95624067628	5.73065902579	0.429461026412	0.552486187845	0.729128691214	0
chr1	34636000	34636199	2.22617987533	0.734753857458	4.31034482759	28.8529204785	31.4136125654	7.996001999	0	1.81241504304	7.50938673342	112.391930836	11.1558723272	1.99004975124	1.98906016907	0.440819925061	6.44191539618	86.7403314917	13.1243164419	9.29899856938
chr1	35883000	35883199	0.890471950134	6.61278471712	8.62068965517	9.148486981	4.18848167539	3.9980009995	1.35348522445	1.35931128228	5.63204005006	2.1613832853	1.23954136969	0.995024875622	2.98359025361	1.76327970024	4.72407129053	1.10497237569	0.364564345607	3.5765379113
chr1	36070600	36070799	0	29.3901542983	3.77155172414	15.4820548909	8.37696335079	0	0.902323482969	19.4834617127	14.392991239	18.7319884726	2.47908273939	0	0	14.9878774521	12.4543697659	18.7845303867	2.91651476486	0.71530758226
chr1	36128600	36128799	20.9260908281	7.34753857458	14.5474137931	14.7783251232	10.4712041885	1.99900049975	11.2790435371	1.81241504304	6.25782227785	12.9682997118	3.09885342423	1.99004975124	8.95077076082	3.52655940048	4.29461026412	18.2320441989	0.364564345607	0
chr1	36162000	36162199	10.2404274265	6.61278471712	11.3146551724	5.62983814215	6.28272251309	0.999500249875	12.6325287616	2.26551880381	4.38047559449	2.1613832853	1.23954136969	1.99004975124	16.9070114371	3.96737932555	2.57676615847	1.10497237569	0.729128691214	2.86123032904
chr1	36424400	36424599	5.3428317008	5.1432770022	9.15948275862	14.7783251232	6.28272251309	2.99850074963	2.70697044891	0.906207521522	6.88360450563	11.5273775216	0.619770684847	0	5.96718050721	1.32245977518	6.44191539618	9.39226519337	2.18738607364	0.71530758226
chr1	36613000	36613199	1.3357079252	11.0213078619	8.62068965517	30.2603800141	39.7905759162	0	0.451161741484	30.357951971	10.0125156446	96.5417867435	4.33839479393	2.98507462687	2.98359025361	17.6327970024	6.87137642259	92.2651933702	16.0408312067	2.14592274678
chr1	36701600	36701799	5.78806767587	4.40852314475	9.15948275862	7.03729767769	4.18848167539	1.99900049975	2.25580870742	3.62483008609	1.25156445557	0	0.619770684847	1.99004975124	0.994530084535	3.08573947542	1.71784410565	0.552486187845	2.55195041925	7.1530758226
chr1	36888600	36888799	9.79519145147	43.35047759	2.69396551724	15.4820548909	0	0.999500249875	6.76742612226	13.1400090621	6.88360450563	0.720461095101	0	0	3.97812033814	17.1919770774	8.58922052824	4.41988950276	2.18738607364	2.14592274678
chr1	36942400	36942599	8.0142475512	12.4908155768	10.2370689655	9.85221674877	2.0942408377	0.999500249875	3.15813219039	8.60897145446	6.25782227785	2.1613832853	4.33839479393	0	1.98906016907	7.93475865109	4.72407129053	0.552486187845	4.01020780168	0.71530758226
chr1	36983800	36983999	3.56188780053	9.55180014695	10.775862069	9.85221674877	6.28272251309	0	4.06045567336	1.81241504304	8.1351689612	1.4409221902	0.619770684847	2.98507462687	2.98359025361	3.52655940048	9.87760360747	5.52486187845	2.55195041925	0.71530758226
chr1	37043200	37043399	0.890471950134	44.0852314475	8.08189655172	16.8895144265	2.0942408377	0	0.451161741484	3.17172632533	3.75469336671	7.20461095101	1.23954136969	0	0	1.32245977518	4.29461026412	1.65745856354	1.09369303682	5.00715307582
chr1	37144600	37144799	0.445235975067	5.1432770022	11.8534482759	6.33356790992	6.28272251309	0	0.451161741484	1.81241504304	5.00625782228	2.1613832853	1.23954136969	0	2.98359025361	3.96737932555	7.300837449	1.65745856354	1.09369303682	0.71530758226
chr1	37600000	37600199	1.3357079252	2.93901542983	7.00431034483	3.51864883885	0	0	1.35348522445	0	9.38673341677	5.04322766571	2.47908273939	5.97014925373	0.994530084535	2.64491955036	10.3070646339	2.76243093923	1.45825738243	17.1673819742
chr1	38179200	38179399	7.56901157614	2.93901542983	5.38793103448	4.22237860662	0	1.99900049975	4.51161741484	3.17172632533	3.75469336671	5.76368876081	3.09885342423	0.995024875622	4.97265042268	5.28983910073	5.15353231694	2.76243093923	2.91651476486	0.71530758226
chr1	38686400	38686599	0.890471950134	1.46950771492	7.54310344828	2.11118930331	0	7.996001999	0.902323482969	9.51517897599	5.63204005006	12.2478386167	1.85931205454	0	0.994530084535	2.64491955036	10.7365256603	5.52486187845	1.45825738243	3.5765379113
chr1	39426000	39426199	8.0142475512	19.8383541514	3.77155172414	21.8156228008	50.2617801047	0	12.6325287616	15.4055278659	6.88360450563	54.0345821326	13.6349550666	1.99004975124	14.917951268	8.81639850121	4.72407129053	54.1436464088	20.415603354	0
chr1	39591400	39591599	0.890471950134	6.61278471712	8.08189655172	14.7783251232	0	0.999500249875	0.451161741484	1.35931128228	2.50312891114	10.0864553314	2.47908273939	3.98009950249	0	1.76327970024	6.87137642259	4.97237569061	3.28107911046	1.43061516452
chr1	39819000	39819199	0	2.93901542983	7.54310344828	10.5559465165	6.28272251309	1.99900049975	1.80464696594	4.53103760761	8.76095118899	10.8069164265	3.71862410908	0	1.98906016907	10.1388582764	7.300837449	11.6022099448	3.28107911046	2.86123032904
chr1	39965000	39965199	5.78806767587	4.40852314475	7.00431034483	5.62983814215	2.0942408377	2.99850074963	7.66974960523	5.43724512913	5.63204005006	2.1613832853	3.09885342423	0	8.95077076082	9.69803835133	6.01245436977	2.20994475138	0.729128691214	1.43061516452
chr1	40071600	40071799	29.3855743544	5.87803085966	2.15517241379	5.62983814215	6.28272251309	1.99900049975	13.986013986	3.17172632533	1.87734668335	1.4409221902	1.85931205454	0.995024875622	15.9124813526	4.40819925061	0.429461026412	1.10497237569	2.18738607364	2.14592274678
chr1	42318600	42318799	0	2.20426157237	7.00431034483	2.81491907108	4.18848167539	0.999500249875	1.35348522445	4.53103760761	5.00625782228	2.1613832853	1.85931205454	0.995024875622	1.98906016907	5.73065902579	5.15353231694	7.73480662983	1.09369303682	0
chr1	43221000	43221199	2.22617987533	0.734753857458	3.77155172414	19.0007037298	18.8481675393	4.99750124938	0.902323482969	1.81241504304	6.88360450563	27.3775216138	3.71862410908	5.97014925373	0.994530084535	2.64491955036	6.87137642259	24.3093922652	2.18738607364	5.00715307582
chr1	44159800	44159999	0.890471950134	4.40852314475	3.77155172414	10.5559465165	39.7905759162	0	0.451161741484	9.51517897599	2.50312891114	38.9048991354	8.05701890301	0	0.994530084535	7.05311880097	8.58922052824	30.9392265193	10.207801677	0.71530758226
chr1	48708400	48708599	1.3357079252	5.87803085966	2.15517241379	7.74102744546	6.28272251309	0	1.80464696594	17.6710466697	3.12891113892	4.32276657061	1.23954136969	0.995024875622	0.994530084535	5.28983910073	6.87137642259	2.20994475138	0.364564345607	1.43061516452
chr1	51630400	51630599	0.890471950134	11.0213078619	10.775862069	8.44475721323	4.18848167539	0.999500249875	1.35348522445	4.98414136837	3.75469336671	1.4409221902	0.619770684847	0.995024875622	0	3.08573947542	3.00622718488	4.41988950276	1.45825738243	1.43061516452
chr1	52133600	52133799	3.11665182547	0.734753857458	2.69396551724	0.703729767769	2.0942408377	0	1.35348522445	7.24966017218	10.0125156446	1.4409221902	1.85931205454	0.995024875622	0.994530084535	5.28983910073	3.00622718488	6.0773480663	1.82282172803	0
chr1	52655400	52655599	1.3357079252	11.0213078619	5.92672413793	13.3708655876	2.0942408377	0	0.451161741484	6.79655641142	8.76095118899	2.8818443804	1.23954136969	0.995024875622	0	5.28983910073	12.0249087395	7.18232044199	2.91651476486	0
chr1	53370000	53370199	2.6714158504	11.0213078619	12.3922413793	16.1857846587	25.1308900524	1.99900049975	1.80464696594	9.06207521522	10.6382978723	34.5821325648	2.47908273939	0.995024875622	0.994530084535	10.5796782015	5.58299334335	39.7790055249	5.4684651841	2.14592274678
chr1	53951200	53951399	0	0.734753857458	7.00431034483	5.62983814215	4.18848167539	0	1.35348522445	3.62483008609	2.50312891114	0.720461095101	2.47908273939	0	0	5.73065902579	3.00622718488	1.65745856354	0.729128691214	1.43061516452
chr1	55069200	55069399	13.357079252	8.81704628949	7.00431034483	6.33356790992	2.0942408377	0	15.3394992105	3.17172632533	1.87734668335	1.4409221902	1.85931205454	2.98507462687	24.8632521134	2.2040996253	3.43568821129	3.31491712707	2.18738607364	2.14592274678
chr1	55147000	55147199	10.2404274265	11.0213078619	8.08189655172	15.4820548909	12.5654450262	0	14.4371757275	5.8903488899	10.6382978723	18.0115273775	1.85931205454	0	15.9124813526	7.93475865109	8.15975950183	16.0220994475	1.45825738243	2.14592274678
chr1	55270400	55270599	0.445235975067	3.67376928729	7.54310344828	13.3708655876	4.18848167539	0	0.902323482969	4.07793384685	7.50938673342	5.04322766571	0.619770684847	0.995024875622	3.97812033814	5.28983910073	5.58299334335	3.31491712707	1.09369303682	0.71530758226
chr1	56901400	56901599	0.445235975067	0.734753857458	16.1637931034	10.5559465165	6.28272251309	2.99850074963	0.451161741484	1.81241504304	6.88360450563	8.64553314121	1.23954136969	0	1.98906016907	3.08573947542	6.87137642259	6.0773480663	1.45825738243	3.5765379113
chr1	57665400	57665599	0.890471950134	3.67376928729	8.62068965517	11.2596762843	0	0	0.451161741484	10.4213864975	13.7672090113	5.04322766571	1.23954136969	0	0	4.40819925061	14.601674898	12.1546961326	0.364564345607	1.43061516452
chr1	58086800	58086999	1.3357079252	12.4908155768	2.15517241379	14.0745953554	25.1308900524	0	1.35348522445	2.71862256457	7.50938673342	15.8501440922	1.23954136969	1.99004975124	0	5.73065902579	8.58922052824	12.1546961326	3.28107911046	2.86123032904
chr1	58502000	58502199	0.890471950134	30.1249081558	1.0775862069	19.7044334975	108.90052356	0.999500249875	1.35348522445	15.8586316266	1.87734668335	40.3458213256	26.0303687636	0.995024875622	0	28.2124752039	2.57676615847	43.0939226519	36.8209989063	0
chr1	58818800	58818999	1.78094390027	8.81704628949	2.69396551724	2.11118930331	0	0.999500249875	2.70697044891	13.1400090621	7.50938673342	9.36599423631	1.23954136969	0	0.994530084535	6.61229887591	7.300837449	6.0773480663	1.82282172803	1.43061516452
chr1	59327400	59327599	0.890471950134	1.46950771492	9.69827586207	2.11118930331	6.28272251309	0	1.35348522445	3.17172632533	9.38673341677	0.720461095101	3.09885342423	4.97512437811	0	5.28983910073	9.87760360747	8.28729281768	2.18738607364	0
chr1	59508000	59508199	1.3357079252	0.734753857458	4.84913793103	9.148486981	2.0942408377	5.99700149925	1.80464696594	9.06207521522	7.50938673342	0.720461095101	3.09885342423	1.99004975124	0	4.40819925061	11.5954477131	3.31491712707	0.729128691214	0
chr1	59573200	59573399	0.445235975067	3.67376928729	4.84913793103	23.9268121042	12.5654450262	3.9980009995	1.35348522445	4.53103760761	3.75469336671	16.5706051873	0.619770684847	1.99004975124	0.994530084535	3.08573947542	7.73029847541	15.4696132597	2.18738607364	1.43061516452
chr1	59746000	59746199	5.78806767587	7.34753857458	8.62068965517	15.4820548909	14.6596858639	0.999500249875	17.5953079179	0.906207521522	3.75469336671	4.32276657061	3.71862410908	1.99004975124	14.917951268	2.64491955036	3.43568821129	2.20994475138	2.18738607364	0
chr1	59964600	59964799	1.3357079252	5.1432770022	10.2370689655	4.92610837438	2.0942408377	1.99900049975	1.35348522445	4.53103760761	6.25782227785	5.04322766571	3.71862410908	2.98507462687	0.994530084535	4.84901917567	6.01245436977	2.20994475138	4.01020780168	2.14592274678
chr1	60486200	60486399	1.78094390027	0.734753857458	2.69396551724	3.51864883885	2.0942408377	7.996001999	3.15813219039	3.17172632533	5.00625782228	1.4409221902	3.71862410908	0.995024875622	7.95624067628	5.28983910073	6.01245436977	0.552486187845	1.45825738243	3.5765379113
chr1	61237800	61237999	0.445235975067	0	3.23275862069	0.703729767769	0	1.99900049975	0.902323482969	1.81241504304	5.00625782228	6.48414985591	1.23954136969	5.97014925373	0.994530084535	2.2040996253	5.15353231694	2.20994475138	1.45825738243	0.71530758226
chr1	62754200	62754399	0.890471950134	2.93901542983	3.77155172414	16.1857846587	8.37696335079	1.99900049975	0.451161741484	0.906207521522	7.50938673342	45.3890489914	3.71862410908	4.97512437811	0.994530084535	5.28983910073	9.44814258106	52.4861878453	6.19759387532	0.71530758226
chr1	62826800	62826999	6.23330365093	3.67376928729	7.54310344828	8.44475721323	8.37696335079	3.9980009995	0.902323482969	4.98414136837	8.76095118899	2.1613832853	0.619770684847	2.98507462687	5.96718050721	1.76327970024	8.58922052824	4.41988950276	2.18738607364	2.14592274678
chr1	63156600	63156799	4.45235975067	29.3901542983	11.8534482759	18.296973962	8.37696335079	1.99900049975	4.96277915633	16.3117353874	10.0125156446	9.36599423631	0.619770684847	0	4.97265042268	11.9021379766	9.87760360747	4.97237569061	1.09369303682	0.71530758226
chr1	63226600	63226799	24.4879786287	9.55180014695	16.1637931034	10.5559465165	6.28272251309	1.99900049975	18.0464696594	4.53103760761	3.12891113892	1.4409221902	4.33839479393	7.96019900498	15.9124813526	1.32245977518	3.86514923771	3.31491712707	2.18738607364	0.71530758226
chr1	63265400	63265599	15.5832591273	10.2865540044	6.46551724138	8.44475721323	0	0.999500249875	4.06045567336	4.53103760761	3.12891113892	0.720461095101	1.23954136969	0.995024875622	0.994530084535	2.2040996253	2.57676615847	2.76243093923	1.45825738243	1.43061516452
chr1	63310600	63310799	17.8094390027	3.67376928729	7.54310344828	9.148486981	0	0.999500249875	0.902323482969	0.906207521522	3.75469336671	2.1613832853	1.85931205454	6.96517412935	1.98906016907	2.2040996253	3.43568821129	3.31491712707	1.45825738243	2.14592274678
chr1	63502800	63502999	17.8094390027	15.4298310066	12.3922413793	9.85221674877	0	1.99900049975	11.2790435371	6.79655641142	4.38047559449	3.6023054755	0.619770684847	0.995024875622	4.97265042268	4.84901917567	2.57676615847	0	2.55195041925	1.43061516452
chr1	64167000	64167199	1.78094390027	2.20426157237	7.00431034483	26.0380014075	10.4712041885	0	0	14.4993203444	2.50312891114	63.4005763689	22.3117446545	0.995024875622	0	7.05311880097	3.00622718488	59.1160220994	18.9573459716	1.43061516452
chr1	64664400	64664599	1.3357079252	18.3688464364	2.69396551724	16.1857846587	58.6387434555	0	0.902323482969	10.8744902583	4.38047559449	29.5389048991	2.47908273939	0.995024875622	0	11.0204981265	5.58299334335	28.1767955801	4.73933649289	1.43061516452
chr1	64785400	64785599	0	22.7773695812	2.69396551724	27.445460943	25.1308900524	1.99900049975	0.902323482969	6.79655641142	6.88360450563	85.734870317	8.05701890301	0	0.994530084535	3.52655940048	5.58299334335	80.1104972376	14.5825738243	0.71530758226
chr1	66864800	66864999	0.445235975067	1.46950771492	5.92672413793	15.4820548909	10.4712041885	3.9980009995	1.35348522445	1.35931128228	6.25782227785	25.9365994236	3.71862410908	3.98009950249	1.98906016907	2.2040996253	6.01245436977	42.5414364641	4.37477214728	3.5765379113
chr1	71553800	71553999	0.890471950134	5.1432770022	7.00431034483	2.81491907108	2.0942408377	1.99900049975	0.451161741484	3.17172632533	3.75469336671	10.0864553314	2.47908273939	0.995024875622	0	1.76327970024	6.87137642259	4.41988950276	0	0.71530758226
chr1	71692600	71692799	3.56188780053	9.55180014695	5.92672413793	9.85221674877	2.0942408377	0.999500249875	3.60929393187	3.17172632533	5.00625782228	5.04322766571	0.619770684847	0	7.95624067628	3.96737932555	4.29461026412	1.10497237569	1.09369303682	0.71530758226
chr1	72188600	72188799	0.890471950134	3.67376928729	7.54310344828	10.5559465165	6.28272251309	0.999500249875	0.451161741484	2.26551880381	7.50938673342	25.2161383285	3.09885342423	0	0.994530084535	5.73065902579	5.15353231694	16.0220994475	2.18738607364	1.43061516452
chr1	72250000	72250199	8.45948352627	14.6950771492	10.775862069	19.0007037298	2.0942408377	0.999500249875	1.35348522445	2.71862256457	3.12891113892	2.1613832853	2.47908273939	6.96517412935	0.994530084535	3.96737932555	5.58299334335	4.41988950276	2.55195041925	1.43061516452
chr1	72272400	72272599	0	31.5944158707	3.23275862069	26.7417311752	8.37696335079	0.999500249875	0.902323482969	13.5931128228	8.76095118899	54.0345821326	3.71862410908	0	0	12.3429579017	2.14730513206	73.4806629834	5.1039008385	0.71530758226
chr1	72355000	72355199	3.11665182547	19.8383541514	7.54310344828	19.0007037298	25.1308900524	1.99900049975	0	0.906207521522	3.12891113892	5.04322766571	1.23954136969	3.98009950249	0	3.96737932555	5.58299334335	5.52486187845	2.18738607364	0.71530758226
chr1	72629800	72629999	0.890471950134	22.7773695812	0	7.03729767769	54.4502617801	0.999500249875	0.451161741484	16.7648391482	0.625782227785	23.7752161383	25.4105980787	0	0.994530084535	14.1062376019	0	17.679558011	38.6438206343	1.43061516452
chr1	72817000	72817199	1.3357079252	5.87803085966	6.46551724138	9.85221674877	12.5654450262	0.999500249875	0.451161741484	3.62483008609	2.50312891114	2.1613832853	2.47908273939	1.99004975124	0	3.08573947542	3.00622718488	1.10497237569	1.82282172803	0
chr1	72876000	72876199	14.2475512021	8.08229243204	5.92672413793	5.62983814215	0	0.999500249875	12.1813670201	3.62483008609	5.00625782228	1.4409221902	2.47908273939	0.995024875622	16.9070114371	3.96737932555	2.14730513206	3.31491712707	1.82282172803	0.71530758226
chr1	73009200	73009399	1.78094390027	8.81704628949	14.0086206897	5.62983814215	10.4712041885	0.999500249875	1.80464696594	2.71862256457	6.25782227785	1.4409221902	1.23954136969	2.98507462687	3.97812033814	4.40819925061	4.72407129053	2.20994475138	1.09369303682	3.5765379113
chr1	74145200	74145399	0.445235975067	3.67376928729	3.23275862069	22.5193525686	31.4136125654	1.99900049975	0	2.71862256457	3.12891113892	72.7665706052	6.81747753331	4.97512437811	0.994530084535	0.881639850121	5.15353231694	58.0110497238	4.73933649289	7.86838340486
chr1	74303200	74303399	10.6856634016	12.4908155768	11.8534482759	8.44475721323	4.18848167539	3.9980009995	15.3394992105	3.17172632533	5.63204005006	1.4409221902	2.47908273939	0	12.928891099	3.52655940048	6.87137642259	2.76243093923	1.09369303682	2.14592274678
chr1	74408600	74408799	0.890471950134	8.81704628949	7.54310344828	20.4081632653	16.7539267016	0.999500249875	1.35348522445	4.98414136837	7.50938673342	4.32276657061	2.47908273939	1.99004975124	0	1.76327970024	8.15975950183	8.28729281768	0.729128691214	2.86123032904
chr1	74550600	74550799	4.45235975067	14.6950771492	11.8534482759	11.9634060521	8.37696335079	0	2.25580870742	5.43724512913	6.88360450563	8.64553314121	1.85931205454	0.995024875622	8.95077076082	3.52655940048	5.15353231694	6.0773480663	2.18738607364	0
chr1	74795000	74795199	3.11665182547	5.1432770022	7.54310344828	23.9268121042	8.37696335079	5.99700149925	0.451161741484	2.71862256457	13.1414267835	16.5706051873	3.09885342423	9.95024875622	0.994530084535	1.76327970024	7.300837449	14.9171270718	2.18738607364	7.86838340486
chr1	74830800	74830999	1.78094390027	8.08229243204	1.0775862069	14.0745953554	52.3560209424	0	0.451161741484	0.906207521522	3.75469336671	116.714697406	11.1558723272	15.92039801	0	1.32245977518	3.43568821129	96.1325966851	7.29128691214	10.7296137339
chr1	74855000	74855199	4.0071237756	4.40852314475	4.84913793103	27.445460943	4.18848167539	0.999500249875	1.80464696594	3.62483008609	13.1414267835	55.4755043228	4.33839479393	12.9353233831	0.994530084535	2.64491955036	8.58922052824	23.7569060773	3.28107911046	18.5979971388
chr1	74929200	74929399	0	1.46950771492	5.38793103448	15.4820548909	12.5654450262	7.996001999	1.35348522445	0.906207521522	9.38673341677	56.1959654179	3.09885342423	37.8109452736	0.994530084535	1.32245977518	6.44191539618	23.2044198895	2.91651476486	37.1959942775
chr1	75133800	75133999	10.2404274265	0	1.61637931034	0.703729767769	6.28272251309	0.999500249875	5.8651026393	2.71862256457	4.38047559449	7.20461095101	2.47908273939	0	8.95077076082	4.40819925061	9.44814258106	7.73480662983	2.91651476486	0.71530758226
chr1	75211200	75211399	15.5832591273	11.7560617193	8.08189655172	6.33356790992	0	0.999500249875	9.92555831266	4.53103760761	3.75469336671	0.720461095101	2.47908273939	1.99004975124	17.9015415216	2.64491955036	3.00622718488	6.0773480663	1.45825738243	0
chr1	75275200	75275399	0.445235975067	1.46950771492	5.92672413793	1.40745953554	0	6.99650174913	0.902323482969	1.81241504304	6.25782227785	7.20461095101	4.33839479393	10.9452736318	0.994530084535	0.881639850121	3.43568821129	3.31491712707	2.18738607364	10.7296137339
chr1	75399400	75399599	5.3428317008	2.20426157237	11.3146551724	7.74102744546	0	4.99750124938	7.21858786375	4.07793384685	3.75469336671	3.6023054755	1.23954136969	0.995024875622	9.94530084535	5.28983910073	6.44191539618	1.10497237569	1.09369303682	0
